0.000000,-0.416688,0.004216,2.700000,-0.000000
0.005000,-0.403957,0.004216,2.700000,-0.000000
0.010000,-0.383588,0.004216,2.700000,-0.000000
0.015000,-0.393773,0.004216,2.700000,-0.000000
0.020000,-0.409049,0.004216,2.700000,-0.000000
0.025000,-0.368312,0.004216,2.700000,-0.000000
0.030000,-0.401411,0.004216,2.700000,-0.000000
0.035000,-0.381042,0.004216,2.700000,-0.000000
0.040000,-0.386134,0.004216,2.700000,-0.000000
0.045000,-0.403957,0.006763,2.700000,-0.000000
0.050000,-0.381042,0.004216,2.700000,-0.000000
0.055000,-0.403957,0.004216,2.700000,-0.000000
0.060000,-0.370858,0.004216,2.700000,-0.000000
0.065000,-0.375950,0.004216,2.700000,-0.000000
0.070000,-0.411595,0.004216,2.700000,-0.000000
0.075000,-0.365766,0.006763,2.700000,-0.000000
0.080000,-0.403957,0.004216,2.700000,-0.000000
0.085000,-0.386134,0.004216,2.700000,-0.000000
0.090000,-0.365766,0.004216,2.700000,-0.000000
0.095000,-0.393773,0.004216,2.700000,-0.000000
0.100000,-0.342851,0.004216,2.700000,-0.000000
0.105000,-0.391227,0.004216,2.700000,-0.000000
0.110000,-0.360673,0.009311,2.700000,-0.000000
0.115000,-0.370858,0.004216,2.700000,-0.000000
0.120000,-0.383588,0.004216,2.700000,-0.000000
0.125000,-0.358127,0.004216,2.700000,-0.000000
0.130000,-0.360673,0.004216,2.700000,-0.000000
0.135000,-0.383588,0.004216,2.700000,-0.000000
0.140000,-0.373404,0.009311,2.700000,-0.000000
0.145000,-0.381042,0.004216,2.700000,-0.000000
0.150000,-0.398865,0.004216,2.700000,-0.000000
0.155000,-0.363220,0.004216,2.700000,-0.000000
0.160000,-0.393773,0.009311,2.700000,-0.000000
0.165000,-0.370858,0.004216,2.700000,-0.000000
0.170000,-0.373404,0.004216,2.700000,-0.000000
0.175000,-0.381042,0.006763,2.700000,-0.000000
0.180000,-0.355581,0.004216,2.700000,-0.000000
0.185000,-0.391227,0.004216,2.700000,-0.000000
